GCA_000826245.1_Acanthamoeba_astronyxis	A.astronyxis (2015)
GCF_001642395.1_ASM164239v1	microsporidians N.displodere (JUm2807 2016 refseq)
GCA_015832245.1_ASM1583224v1	microsporidians N.granulosis (Ou3-Ou53 2020)
GCA_024244095.1_nhom_JUm1504	microsporidians N.homosporus (JUm1504 2022 genbank)
GCA_021653875.1_ASM2165387v1	microsporidians N.major (JUm2507 2022 genbank)
GCF_021653875.1_ASM2165387v1	microsporidians N.major (JUm2507 2022 refseq)
GCA_024244105.1_nmin_JUm1510	microsporidians N.minor (JUm1510 2022 genbank)
GCA_000250985.1_Nema_parisii_ERTm1_V3	microsporidians N.parisii (ERTm1 2012)
GCA_000190615.1_Nema_parisii_ERTm3_V1	microsporidians N.parisii (ERTm3 2011)
GCA_024243795.1_npar_JUm1248	microsporidians N.parisii (JUm1248 2022)
GCA_024243715.1_npar_JUm1762	microsporidians N.parisii (JUm1762 2022)
GCA_024243675.1_npar_JUm2106	microsporidians N.parisii (JUm2106 2022)
GCA_024243695.1_npar_JUm2132	microsporidians N.parisii (JUm2132 2022)
GCA_024243875.1_npar_LUAm12	microsporidians N.parisii (LUAm12 2022)
GCA_024243855.1_npar_LUAm13	microsporidians N.parisii (LUAm13 2022)
GCF_000250985.1_Nema_parisii_ERTm1_V3	microsporidians N.parisii ERTm1
GCA_024244115.1_ncid_AWRm77	microsporidians N.sp. (AWRm77 2022)
GCA_024244055.1_niro_AWRm78	microsporidians N.sp. (AWRm78 2022)
GCA_024243935.1_niro_AWRm79	microsporidians N.sp. (AWRm79 2022)
GCA_024244045.1_nokw_AWRm80	microsporidians N.sp. (AWRm80 2022)
GCA_001642415.1_ASM164241v1	microsporidians N.sp. (ERTm5 2016)
GCA_024244035.1_nfer_LUAm1	microsporidians N.sp. (LUAm1 2022)
GCA_024244025.1_nfer_LUAm2	microsporidians N.sp. (LUAm2 2022)
GCA_024243985.1_nfer_LUAm3	microsporidians N.sp. (LUAm3 2022)
GCA_004325055.1_Ordospora_FISK_v1	microsporidians O.colligata (FI-SK-17-1 2019)
GCA_004324935.1_Ordospora_GBEP_v1	microsporidians O.colligata (GB-EP-1 2019)
GCA_004324945.1_Ordospora_NOV7_v1	microsporidians O.colligata (NO-V-7 2019)
GCF_000803265.1_ASM80326v1	microsporidians O.colligata OC4
GCF_021821965.1_FI-F-10_v._1	microsporidians O.pajunii (FI-F-10  2022)
GCA_024243955.1_peph_JUm1396	microsporidians P.epiphaga (JUm1396 2022)
GCA_001432165.1_ASM143216v1	microsporidians P.neurophilia (MK1 2015)
GCA_023647555.1_nphi_JUm1505	microsporidians P.philotis (JUm1505 2022)
GCA_000430065.1_Sprlop1.0	microsporidians S.lophii (42_110 2013)
GCA_000316135.1_ASM31613v1	microsporidians T.hominis (2013)
GCA_004000155.1_ASM400015v1	microsporidians T.ratisbonensis (Franzen 2019)
GCA_000447185.1_NapisBRLv01	microsporidians V.apis (BRL 01 2013)
GCA_036780745.1_ASM3678074v1	microsporidians V.bombi (VR1 2024)
GCA_004919615.1_Ncer_3.0	microsporidians V.ceranae (BRL 2019)
GCA_000231115.1_Vitt_corn_V1	microsporidians V.corneae (ATCC 50505 2011)
GCF_000231115.1_Vitt_corn_V1	microsporidians V.corneae ATCC 50505
GCA_000192795.1_Vavr_culi_floridensis_V1	microsporidians V.culicis subsp. (floridensis 2011)
GCF_000192795.1_Vavr_culi_floridensis_V1	microsporidians V.culicis subsp. floridensis
GCA_036630325.1_ASM3663032v1	microsporidians V.necatrix (Illinois isolate 2024 genbank)
GCF_000901155.1_ViralProj183710	Middle East respiratory syndrome-related coronavirus (HCoV-EMC HCoV-EMC/2012 2012)
GCF_000901135.1_ViralProj183163	Mink calicivirus (MCV-DL/2007/CN 2012)
GCA_023375915.1_qqDerAnde1.1_alternate_haplotype	mite/tick D.andersoni (qqDerAnde1 alternate hap 2022)
GCA_013339685.2_BIME_Hyas_1.3	mite/tick H.asiaticum (Hyas-2018 2020)
GCA_013436015.1_TxGen_Rann	mite/tick R.annulatus (Klein Grass 2020)
GCA_000828355.1_SarSca1.0	mite/tick S.scabiei (Arlian Lab 2015)
GCF_023375885.1_qqDerAnde1.2	mites & ticks D.andersoni (primary hap 2022)
GCF_013339745.2_BIME_Dsil_1.4	mites & ticks D.silvarum (v2 Dsil-2018 2022)
GCA_000757745.1_S_scapt_v1	mole cricket nematode (FL 2014)
GCF_000843325.1_ViralProj14328	Molluscum contagiosum virus subtype 1 (1996)
GCF_018580855.1_ASM1858085v1	monkey B virus (8100812 2023)
GCF_000844145.1_ViralProj14489	monkey B virus (E2490 2003)
GCF_018580865.1_ASM1858086v1	monkey B virus (KQ 2023)
GCF_014621545.1_ASM1462154v1	Monkeypox virus (MPXV-M5312_HM12_Rivers 2022)
GCF_000857045.1_ViralProj15142	Monkeypox virus (Zaire-96-I-16 2021)
GCA_027604505.1_ASM2760450v1	monoblepharidomycetes (JEL0774 2023)
GCA_001574975.1_Ganpr1	monoblepharidomycetes (JEL478 2016)
GCA_025558095.1_Hyacur1	monoblepharidomycetes (SAG235-1 2022)
GCF_000855745.1_ViralMultiSegProj15036	Mopeia Lassa virus reassortant 29 (ML29 IGS-15 2004)
GCF_002080125.1_ASM208012v1	Moraxella catarrhalis (CCRI-195ME 2017)
GCF_006094455.1_ASM609445v1	Morganella morganii subsp. morganii (ATCC 25830 2019)
GCA_000349125.2_Anop_albi_ALBI9_A_V2	mosquito A.albimanus (ALBI9_A 2017)
GCF_013758885.1_VT_AalbS3_pri_1.0	mosquito A.albimanus (STELCA 2020)
GCF_943734665.1_idAnoAquaMG_Q_19	mosquito A.aquasalis (primary hap 2022)
GCA_000349185.1_Anop_arab_DONG5_A_V1	mosquito A.arabiensis (DONG5_A 2013)
GCF_016920715.1_AaraD3	mosquito A.arabiensis (DONGOLA 2021)
GCA_000473505.1_Anop_atro_EBRO_V1	mosquito A.atroparvus (EBRO 2013)
GCF_943735745.2_idAnoBellAS_SP24_06.2	mosquito A.bellator (2023)
GCA_000349165.1_Anop_chri_ACHKN1017_V1	mosquito A.christyi (ACHKN1017 2013)
GCF_016920705.1_AcolMOP1	mosquito A.coluzzi (MOPTI 2021)
GCA_000150765.1_m5	mosquito A.coluzzii (M 2008)
GCA_004136515.2_ASM413651v2	mosquito A.coluzzii (Ngousso colony 2019)
GCF_943734685.1_AcolN3	mosquito A.coluzzii (primary hap 2022)
GCF_943734705.1_idAnoCousDA_361_x.2	mosquito A.coustani (2023)
GCF_943734635.1_idAnoCruzAS_RS32_06	mosquito A.cruzii (2022)
GCA_000473375.1_Anop_culi_species_A-37_1_V1	mosquito A.culicifacies (species A-37_1 2013)
GCA_000349145.1_Anop_diru_WRAIR2_V1	mosquito A.dirus (WRAIR2 2013)
GCA_000349105.1_Anop_epir_epiroticus2_V1	mosquito A.epiroticus (epiroticus2 2013)
GCA_000473445.2_Anop_fara_FAR1_V2	mosquito A.farauti (FAR1 2014)
GCA_000473185.1_Anop_macu_maculatus3_V1	mosquito A.maculatus (maculatus3 2013)
GCF_943734695.1_idAnoMacuDA_375_x	mosquito A.maculipalpis (primary hap 2022)
GCF_943734725.1_idAnoMarsDA_429_01	mosquito A.marshallii (primary hap 2022)
GCA_000473525.2_Anop_mela_CM1001059_A_V2	mosquito A.melas (CM1001059_A 2014)
GCA_000473845.2_Anop_meru_MAF_V1	mosquito A.merus (MAF 2014)
GCF_017562075.2_AmerM5.1	mosquito A.merus (MAF 2021)
GCA_000349025.1_Anop_mini_MINIMUS1_V1	mosquito A.minimus (MINIMUS1 2013)
GCF_943734755.1_idAnoMoucSN_F20_07	mosquito A.moucheti (primary hap 2022)
GCF_943737925.1_idAnoNiliSN_F5_01	mosquito A.nili (primary hap 2022)
GCA_000349065.1_Anop_quad_QUAD4_A_V1	mosquito A.quadriannulatus (QUAD4_A 2013)
GCA_000441895.2_AS2	mosquito A.sinensis (2014)
GCA_000472065.2_Anop_sine_SINENSIS_V1	mosquito A.sinensis (SINENSIS 2014)
GCF_943734765.1_idAnoZiCoDA_A2_x.2	mosquito A.ziemanni (2023)
GCF_943734655.1_idSabCyanKW18_F2	mosquito S.cyaneus (primary hap 2022)
GCA_014839865.1_ASM1483986v1	mucoromycotan A.ossiformis (NRRL A-21654 2020)
GCA_016097715.1_ASM1609771v1	mucoromycotan A.sp. (BC1015 2020)
GCA_016097735.1_ASM1609773v1	mucoromycotan A.sp. (BC1021 2020)
GCA_016097755.1_ASM1609775v1	mucoromycotan A.sp. (BC1034 2020)
GCA_037042095.1_ASM3704209v1	mucoromycotan L.corymbifera (S6502 2024)
GCA_000723665.1_454Minimus	mucoromycotan L.corymbifera JMRC:FSU:9682 (FSU 9682 2014)
GCA_025094155.1_Lichy1	mucoromycotan L.hyalospora (FSU 10163 2022)
GCA_029851405.1_ASM2985140v1	mucoromycotan L.ornata (CBS 291.66 2023)
GCA_037041495.1_ASM3704149v1	mucoromycotan L.ramosa (PG115-04A 2024)
GCA_037042035.1_ASM3704203v1	mucoromycotan L.ramosa (S5503 2024)
GCA_023629895.1_ASM2362989v1	mucoromycotan L.sp. (PT1902 2022)
GCA_000950595.1_ASM95059v1	mucoromycotan M.ambiguus (NBRC 6742 2015)
GCA_048772875.1_ASM4877287v1	mucoromycotan M.circinelloides (F3 2025)
GCA_001599575.1_JCM_22480_assembly_v001	mucoromycotan M.circinelloides (JCM 22480 2016)
GCA_025504515.1_ASM2550451v1	mucoromycotan M.circinelloides (P1003 2022)
GCA_000587855.1_B50	mucoromycotan M.irregularis B50 (2014)
GCA_040256725.1_ASM4025672v1	mucoromycotan M.lusitanicus (CBS 277.49 2024)
GCA_943193625.1_gzMucPiri1.1	mucoromycotan M.piriformis (primary hap 2022)
GCA_016758945.1_ASM1675894v1	mucoromycotan M.plumbeus (CBS 226.32 2021)
GCA_016758985.1_ASM1675898v1	mucoromycotan M.saturninus (WA0000017839 2021)
GCA_037040325.1_ASM3704032v1	mucoromycotan M.sp. (M7501 2024)
GCA_040807105.1_ASM4080710v1	mucoromycotan M.sp. (PG5414 2024)
GCA_011764055.1_ASM1176405v1	mucoromycotan R.arrhizus (GL1 2020)
GCA_011764025.1_ASM1176402v1	mucoromycotan R.arrhizus (GL11 2020)
GCA_011764185.1_ASM1176418v1	mucoromycotan R.arrhizus (GL21 2020)
GCA_011764225.1_ASM1176422v1	mucoromycotan R.arrhizus (GL4 2020)
GCA_011801495.1_ASM1180149v1	mucoromycotan R.arrhizus (GL45 2020)
GCA_011764265.1_ASM1176426v1	mucoromycotan R.arrhizus (GL5 2020)
GCA_011764125.1_ASM1176412v1	mucoromycotan R.arrhizus (GL8 2020)
GCA_050389755.1_R_arrhizus_W17_v1.0	mucoromycotan R.arrhizus (W17 2025)
GCA_003325435.1_Razy_CA	mucoromycotan R.azygosporus (CBS 357.93 2018)
GCA_011764145.1_ASM1176414v1	mucoromycotan R.delemar (GL13 2020)
GCA_000149305.1_RO3	mucoromycotan R.delemar (RA 99-880 2009 genbank)
GCF_000149305.1_RO3	mucoromycotan R.delemar (RA 99-880 2009 refseq)
GCA_000738605.1_RhiDel21446-1.0	mucoromycotan R.delemar (Type II NRRL 21446 2014)
GCA_000738595.1_RhiDel21447-1.0	mucoromycotan R.delemar (Type II NRRL 21447 2014)
GCA_000738585.1_RhiDel21477-1.0	mucoromycotan R.delemar (Type II NRRL 21477 2014)
GCA_002708625.1_Rhimi1_1	mucoromycotan R.microsporus (ATCC 52813 2017)
GCA_000825725.1_Rmicro_CBS_344.29_Allpaths-LG	mucoromycotan R.microsporus (CBS_344.29 2014)
GCA_011764045.1_ASM1176404v1	mucoromycotan R.microsporus (GL19 2020)
GCA_900000135.1_RMATCC62417_Allpaths-LG	mucoromycotan R.microsporus (RMATCC62417 2014)
GCA_049863895.1_ASM4986389v1	mucoromycotan R.sp. (FBL578 2025)
GCA_025529335.1_ASM2552933v1	mucoromycotan R.sp. (PT2906 2022)
GCA_040807145.1_ASM4080714v1	mucoromycotan R.stolonifer (PG92-21 2024)
GCF_000856685.1_ViralProj15059	Mumps orthorubulavirus (Miyahara 2000)
GCF_029887105.1_ASM2988710v1	Mundri virus (A14 2023)
GCF_000866405.1_ViralProj15491	Mupapillomavirus 1 (1982)
GCF_000863565.1_ViralProj15430	Murray Valley encephalitis virus (1999)
GCF_000898335.1_ViralProj170047	MW polyomavirus (MA095 2012)
GCF_000195955.2_ASM19595v2	Mycobacterium tuberculosis (ASM19595v2 H37Rv 2013)
GCF_963525475.1_MtbRf	Mycobacterium tuberculosis (GReAT_CRyPTIC_Unmapped_H37Rv 2023)
GCF_000277735.2_ASM27773v2	Mycobacterium tuberculosis (H37Rv 2013)
GCF_030566675.1_ASM3056667v1	Mycobacterium tuberculosis (MTb-Oman-3215873 2023)
GCF_900660465.1_50648_A01-3	Mycoplasmoides pneumoniae (NCTC10119 2019)
GCF_016726985.1_ASM1672698v1	Myroides odoratus (FDAARGOS_1131 2021)
GCA_023105775.2_Au3_v3_hapB	myrtle rust (Au3-C622-A115012 alternate hap 2025)
GCA_023105745.2_Au3_v3_hapA	myrtle rust (Au3-C622-A115012 primary hap 2025)
GCA_964304655.1_jmKudNeot1.1_alternate_haplotype	myxozoans (alternate hap 2024)
GCA_001407335.1_Kudoa_DNA2	myxozoans (KIW-1.11.2010 2015)
GCA_001407235.2_Kudoa1	myxozoans (KIW-1.11.2010 2017)
GCA_964304625.1_jmKudNeot1.1	myxozoans (primary hap 2024)
GCA_000004985.1_V1.0	N.gruberi (NEG-M 2010 genbank)
GCF_000004985.1_V1.0	N.gruberi (NEG-M 2010 refseq)
GCA_003324165.2_Nlova_2.1	N.lovaniensis (ATCC 30569 2021 genbank)
GCF_003324165.1_Nlova_2.1	N.lovaniensis (ATCC 30569 2021 refseq)
GCA_027562995.1_ASM2756299v1	N.lovaniensis (F9 2023)
GCA_027563035.1_ASM2756303v1	N.lovaniensis (Lova6 2023)
GCA_027563015.1_ASM2756301v1	N.lovaniensis (Lova7 2023)
GCA_022530875.1_ASM2253087v1	N.lovaniensis (NL_76_15_250 2022)
GCF_002117695.1_TICK_VIRUS	Nairobi sheep disease virus (Jilin 2017)
GCF_000851625.1_ViralProj14845	Nebraska virus (NB 2002)
GCA_005221285.1_ASM522128v1	Neisseria flavescens (ATCC 13120 2019 genbank)
GCF_013030075.1_ASM1303007v1	Neisseria gonorrhoeae (TUM19854 2020)
GCF_040404645.1_WHO_A_2024	Neisseria gonorrhoeae (WHO_A 2024 refseq)
GCF_040388595.1_WHO_alpha_2024	Neisseria gonorrhoeae (WHO_alpha 2024 refseq)
GCF_040404575.1_WHO_B_2024	Neisseria gonorrhoeae (WHO_B 2024 refseq)
GCF_040385865.1_WHO_beta_2024	Neisseria gonorrhoeae (WHO_beta 2024 refseq)
GCF_040404485.1_WHO_C_2024	Neisseria gonorrhoeae (WHO_C 2024 refseq)
GCF_040404415.1_WHO_D_2024	Neisseria gonorrhoeae (WHO_D 2024 refseq)
GCF_040404365.1_WHO_E_2024	Neisseria gonorrhoeae (WHO_E 2024 refseq)
GCF_040383235.1_WHO_F_2024	Neisseria gonorrhoeae (WHO_F 2024 refseq)
GCF_040404335.1_WHO_G_2024	Neisseria gonorrhoeae (WHO_G 2024 refseq)
GCF_040380425.1_WHO_H_2024	Neisseria gonorrhoeae (WHO_H 2024 refseq)
GCF_040404325.1_WHO_I_2024	Neisseria gonorrhoeae (WHO_I 2024 refseq)
GCF_040403735.1_WHO_J_2024	Neisseria gonorrhoeae (WHO_J 2024 refseq)
GCF_040377535.1_WHO_K_2024	Neisseria gonorrhoeae (WHO_K 2024 refseq)
GCF_040374935.1_WHO_L_2024	Neisseria gonorrhoeae (WHO_L 2024 refseq)
GCF_040373345.1_WHO_M_2024	Neisseria gonorrhoeae (WHO_M 2024 refseq)
GCF_040400385.1_WHO_N_2024	Neisseria gonorrhoeae (WHO_N 2024 refseq)
GCF_040373215.1_WHO_O_2024	Neisseria gonorrhoeae (WHO_O 2024 refseq)
GCF_040373105.1_WHO_P_2024	Neisseria gonorrhoeae (WHO_P 2024 refseq)
GCF_040373035.1_WHO_Q_2024	Neisseria gonorrhoeae (WHO_Q 2024 refseq)
GCF_040372445.1_WHO_R_2024	Neisseria gonorrhoeae (WHO_R 2024 refseq)
GCF_040397295.1_WHO_S_2024	Neisseria gonorrhoeae (WHO_S 2024 refseq)
GCF_040371445.1_WHO_S2_2024	Neisseria gonorrhoeae (WHO_S2 2024 refseq)
GCF_040394165.1_WHO_T_2024	Neisseria gonorrhoeae (WHO_T 2024 refseq)
GCF_040370845.1_WHO_U_2024	Neisseria gonorrhoeae (WHO_U 2024 refseq)
GCF_040369685.1_WHO_V_2024	Neisseria gonorrhoeae (WHO_V 2024 refseq)
GCF_040391575.1_WHO_W_2024	Neisseria gonorrhoeae (WHO_W 2024 refseq)
GCF_040368535.1_WHO_X_2024	Neisseria gonorrhoeae (WHO_X 2024 refseq)
GCF_040367275.1_WHO_Y_2024	Neisseria gonorrhoeae (WHO_Y 2024 refseq)
GCF_040366825.1_WHO_Z_2024	Neisseria gonorrhoeae (WHO_Z 2024 refseq)
GCF_000009465.1_ASM946v1	Neisseria meningitidis (FAM18 2007)
GCF_000008805.1_ASM880v1	Neisseria meningitidis (MC58 2005)
GCF_022869645.1_ASM2286964v1	Neisseria meningitidis (PartJ-Nmeningitidis-RM8376 2022)
GCF_000009105.1_ASM910v1	Neisseria meningitidis (Z2491 2001 refseq)
GCA_024699835.1_AORJ.fasta	nematode A.besseyi (AORJ 2022)
GCA_000402015.1_A_ceylanicum1.3.ec.cg.pg	nematode A.ceylanicum (2013)
GCA_000688135.1_Acey_2013.11.30.genDNA	nematode A.ceylanicum (HY135 2014)
GCA_000816745.1_A_duodenale_2.2.ec.cg.pg	nematode A.duodenale (Zhejiang 2015)
GCA_900406225.1_v1	nematode A.nanus (2018)
GCA_943334845.2_JU1783_megahit_v1_1	nematode A.sp. (JU1783 2022)
GCA_945643635.2_Allodiplogaster_sudhausi_III_Hi-C	nematode A.sudhausi (2024)
GCA_900537255.1_ASM90053725v1	nematode A.viteae (2018)
GCA_024678965.1_AAFC-BrLi-01_v2	nematode B.listronoti (AAFC-BrLi-01_J3_LR_R9 2022)
GCA_904066225.2_BOKJv2	nematode B.okinawaensis (SH1 SH1 2021)
GCA_900618355.1_B_pahangi_Glasgow_0011_upd	nematode B.pahangi (2018)
GCA_900618025.1_B_timori_Indonesia_v1_0_4_001_upd	nematode B.timori (2018)
GCA_000165025.1_ps1010rel4	nematode C.angaria (PS1010 2010)
GCA_904845305.1_CAUJ	nematode C.auriculariae (NKZ352 2022)
GCA_900536315.3_CBECE_v1	nematode C.becei (QG2083 2019)
GCA_902829315.1_CBOVIS_v1.1	nematode C.bovis (2020)
GCA_000143925.2_C_brenneri-6.0.1b	nematode C.brenneri (PB2801 2010)
GCF_000004555.2_CB4	nematode C.briggsae (AF16 CB4 2014)
GCA_021491975.1_ASM2149197v1	nematode C.briggsae (QX1410_ONT 2022)
GCA_000002985.3_WBcel235	nematode C.elegans (Bristol N2 2013)
GCA_900617965.1_C_goldi_Cheshire_0011	nematode C.goldi (2018)
GCA_000147155.1_C_japonica-7.0.1	nematode C.japonica (DF5081 2010)
GCA_916381525.1_SD210906	nematode C.johnstoni (2021)
GCA_002259235.3_ASM225923v3	nematode C.latens (PX534 2023)
GCA_958299035.1_Cylicocyclus_nassatus_INRAE	nematode C.nassatus (Nouzilly 2023)
GCA_002742825.1_nigoni.pc_2016.07.14	nematode C.nigoni (JU1422 2017)
GCA_900536275.1_CPANA_v1	nematode C.panamensis (QG2080 2018)
GCA_001643735.4_ASM164373v4	nematode C.remanei (PX356 2023)
GCA_002259225.3_ASM225922v3	nematode C.remanei (PX439 2023)
GCA_010183535.1_CRPX506	nematode C.remanei (PX506 2020 genbank)
GCA_900536235.3_CPARV_v1	nematode C.sp. 21 LS-2015 (NIC534 2019)
GCA_900536285.3_CZANZ_v1	nematode C.sp. 26 LS-2015 (JU2190 2019)
GCA_900536295.3_CUTEL_v1	nematode C.sp. 31 LS-2015 (JU2585 2019)
GCA_900536325.3_CSULS_v1	nematode C.sp. 32 LS-2015 (JU2788 2019)
GCA_900536415.3_CQUIO_v1	nematode C.sp. 38 MB-2015 (JU2809 2019)
GCA_900536345.3_CWAIT_v1	nematode C.sp. 39 LS-2015 (NIC564 2019)
GCA_900536305.3_CTRIB_v1	nematode C.sp. 40 LS-2015 (JU2818 2019)
GCA_000186765.1_Caenorhabditis_sp11_JU1373-3.0.1	nematode C.tropicalis (JU1373 2011)
GCA_001579705.1_ASM157970v1	nematode D.destructor (Dd01 2016)
GCA_004194705.1_D.dipsaci.v1.0	nematode D.dipsaci (pooled J2 2019)
GCA_002287525.1_DipSp1Ass11Ann3	nematode D.pachys (PF1309 2017)
GCA_000499685.1_EEL001	nematode E.elaphi (2013)
GCA_030247985.1_ASM3024798v1	nematode E.sp. (ZAB3_2 2023)
GCA_020449905.1_D383_Gpal_1.0	nematode G.pallida (D383 2021)
GCA_000724045.1_GPAL001	nematode G.pallida (Lindley 2014)
GCA_023343765.1_SA_Gpal_Newton	nematode G.pallida (Newton 2022)
GCA_900617915.1_G_pulchrum_Hokkaido_0011_upd	nematode G.pulchrum (2018)
GCA_900079975.1_nGr	nematode G.rostochiensis (Ro1 2016)
GCA_018350315.1_WUR_GloGros_L22	nematode G.rostochiensis (Ro5 L22 2021)
GCA_000223415.1_Heterorhabditis_bacteriophora-7.0	nematode H.bacteriophora (M31e 2011)
GCA_009193035.1_mephisto_omega	nematode H.mephisto (m2B 2019)
GCA_900617895.1_H_placei_MHpl1_0011_upd	nematode H.placei (MHpl1 2018)
GCA_900618505.1_H_bakeri_Edinburgh_0011_upd	nematode H.polygyrus (2018)
GCA_900096555.1_nHp_v2.0	nematode H.polygyrus bakeri (2016)
GCA_023374025.1_Cam_Hsc_genome1.1	nematode H.schachtii (Bonn 2022)
GCA_020449115.1_WUR_Hsch_IRS_1.0	nematode H.schachtii (IRS 2021)
GCA_009761265.1_ASM976126v1	nematode H.sp. (NKZ332 2019)
GCA_014805365.1_ASM1480536v1	nematode K.luziae (NKZ323 2020)
GCA_900537275.1_ASM90053727v1	nematode L.sigmodontis (2018)
GCA_003133805.1_ASM313380v1	nematode M.arenaria (A2-O Okinawa_01 2018)
GCA_003693565.1_ASM369356v1	nematode M.arenaria (HarA 2018)
GCA_958450365.1_M.belari_Hybrid_genome_bis	nematode M.belari (JU2817 2023)
GCA_015183025.1_ASM1518302v1	nematode M.chitwoodi (Roza 2020)
GCA_000751915.1_nMf_1_1	nematode M.floridensis (2014)
GCA_002778205.2_Mgram_IARI_PacBio	nematode M.graminicola (IARI 2022)
GCA_958295435.1_M.spiculigera_Hybrid_genome	nematode M.spiculigera (AF72 2023)
GCA_900618405.1_N_brasiliensis_RM07_v1_5_4_0011_upd	nematode N.brasiliensis (2018)
GCA_030553155.1_ASM3055315v1	nematode N.brasiliensis (MIMR 2023)
GCA_900618345.1_O_flexuosa_Cordoba_0011_upd	nematode O.flexuosa (2018)
GCA_002249935.1_O_flexuosa_1.0.allpaths.pg.lrna	nematode O.flexuosa (Red Deer 2017)
GCA_000950515.2_O_ochengi_Ngaoundere	nematode O.ochengi (2016)
GCA_900537205.1_ASM90053720v1	nematode O.ochengi (2018)
GCA_900184235.1_Oscheius_tipulae_assembly_v2	nematode O.tipulae (2017)
GCA_013425905.1_ASM1342590v1	nematode O.tipulae (CEW1 2020)
GCA_000499405.2_ASM49940v2	nematode O.volvulus (2014)
GCA_900490705.1_P._arcanus_genome	nematode P.arcanus (2018)
GCA_911812115.1_exspectatus_chromosome	nematode P.exspectatus (2022)
GCA_943737045.1_Parapristionchus_giblindavisi_II_pacbio	nematode P.giblindavisi (2022)
GCA_000180635.4_El_Paco_v._4	nematode P.pacificus (PS312 2020)
GCA_000341325.1_Pred3	nematode P.redivivus (MT8872 2013)
GCA_002796945.1_Psam_v1.0	nematode P.sambesii (ES601 2017)
GCA_019055375.1_ASM1905537v1	nematode P.tenuis (MNPRO001-30 2021)
GCA_000941615.1_P_trichosuri_KNP	nematode P.trichosuri (KNP 2014)
GCA_002259205.1_ASM225920v1	nematode P.univalens (PG01 2017)
GCA_901765185.1_JU765_v2	nematode Panagrolaimus (JU765 2019)
GCA_001039655.1_nRc.2.0	nematode R.culicivorax (2014)
GCA_900618415.1_S_baturini_Dall_Island_0011_upd	nematode S.baturini (2018)
GCA_000757645.3_ASM75764v3	nematode S.carpocapsae (ALL 2019)
GCA_003640385.1_ASM364038v1	nematode S.digitata (RSCHEM2018 2018)
GCA_007213375.1_S_feltiae_NW_1.0	nematode S.feltiae (NW 2019)
GCA_000757705.1_S_felt_v1	nematode S.feltiae (SN 2014)
GCA_000757755.1_S_glas_v1	nematode S.glaseri (NC 2014)
GCA_030435675.2_Sherm_1.1	nematode S.hermaphroditum (PS9179 2023)
GCA_000505645.1_S_monti_v1	nematode S.monticolum (2013)
GCA_000936265.1_S_papillosus_LIN	nematode S.papillosus (LIN 2014)
GCF_001040885.1_S_ratti_ED321	nematode S.ratti (ED321 Heterogonic 2014)
GCA_029582065.1_ASM2958206v1	nematode S.stercoralis (PV001 2023)
GCA_002352805.1_T_circumcincta.14.0.ec.cg.pg	nematode T.circumcincta (S 2017)
GCA_000612645.2_T_muris_v2	nematode T.muris (Edinburgh 2019)
GCA_001447425.1_T5_ISS417_r1.0	nematode T.murrelli (ISS417 2015)
GCA_002148645.1_ASM214864v1	nematode T.nativa (ISS45 2017)
GCF_000181795.1_Trichinella_spiralis-3.7.1	nematode T.spiralis (ISS 195 2011)
GCF_000013165.1_ASM1316v1	Neorickettsia sennetsu str. (Miyayama 2006)
GCF_000922675.1_ViralProj248102	New Jersey polyomavirus-2013 (NJ-PyV-2013 2014)
GCA_000507365.1_N_americanus_v1	New World hookworm (2013)
GCF_031761385.1_Nec_am_Ar_1.0	New World hookworm (Aroian 2023)
GCF_000867125.1_ViralProj16653	Newbury agent 1 (2006)
GCF_000863625.1_ViralProj15443	Nipah henipavirus (2000)
GCF_002145865.1_ViralProj386363	Nkolbisson virus (YM 31-65 2017)
GCF_900637185.1_49867_H01	Nocardia asteroides (NCTC11293 2018)
GCA_000797555.1_O_dentatum_10.0.ec.cg.pg	nodular worm (OD-Hann 2014)
GCF_007609015.1_ASM760901v1	Norovirus (dog/GVI.1/HKU_Ca026F/2007/HKG 2019)
